"continent","iso3c","country_region","province_state","confirmed","dead","recovered","lat","lon","update","data_update","who_region_code","who_region","world_bank_income_group","world_bank_income_group_code","world_bank_income_group_gni_reference_year","world_bank_income_group_release_date"
"Americas","USA","US","Seattle, WA",1,0,0,47.6062,-122.3321,2020-02-01 19:43:03,2020-02-03,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Tempe, AZ",1,0,0,33.4255,-111.94,2020-02-01 19:43:03,2020-02-03,"AMR","Americas","High income","WB_HI","2017","2018"
"Asia","CHN","Mainland China","Hubei",16678,479,522,30.9756,112.2707,2020-02-04 23:43:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Zhejiang",829,0,62,29.1832,120.0934,2020-02-04 13:03:07,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Guangdong",813,0,30,23.3417,113.4244,2020-02-04 13:03:07,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Henan",675,2,27,33.882,113.614,2020-02-04 11:53:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hunan",593,0,31,27.6104,111.7088,2020-02-04 14:03:03,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Anhui",480,0,20,31.8257,117.2264,2020-02-04 05:33:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Jiangxi",476,0,20,27.614,115.7221,2020-02-04 14:43:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Chongqing",366,2,9,30.0572,107.874,2020-02-04 23:43:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Jiangsu",308,0,12,32.9711,119.455,2020-02-04 11:53:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Sichuan",282,1,14,30.6171,102.7103,2020-02-04 01:43:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shandong",275,0,11,36.3427,118.1498,2020-02-04 12:03:04,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Beijing",228,1,23,40.1824,116.4142,2020-02-04 08:33:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shanghai",219,1,12,31.202,121.4491,2020-02-04 06:33:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Fujian",194,0,3,26.0789,117.9874,2020-02-04 12:13:11,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Heilongjiang",155,2,4,47.862,127.7615,2020-02-04 07:43:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shaanxi",142,0,2,35.1917,108.8701,2020-02-04 12:33:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Guangxi",139,0,10,23.8298,108.7881,2020-02-04 05:53:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hebei",126,1,4,38.0428,114.5149,2020-02-04 08:53:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Yunnan",122,0,5,24.974,101.487,2020-02-04 23:23:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Liaoning",81,0,2,41.2956,122.6085,2020-02-04 14:13:08,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shanxi",81,0,4,37.5777,112.2922,2020-02-04 23:23:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hainan",80,1,5,19.1959,109.7453,2020-02-04 11:33:03,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Tianjin",67,0,2,39.3054,117.323,2020-02-04 13:33:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Guizhou",58,0,2,26.8154,106.8748,2020-02-04 10:43:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Gansu",57,0,4,36.0611,103.8343,2020-02-04 15:43:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Jilin",42,0,1,43.6661,126.1923,2020-02-04 00:23:05,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Inner Mongolia",35,0,1,44.0935,113.9448,2020-02-04 03:03:07,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Ningxia",34,0,1,37.2692,106.1655,2020-02-04 02:13:18,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Xinjiang",29,0,0,41.1129,85.2401,2020-02-04 01:33:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","THA","Thailand",NA,25,0,5,15,101,2020-02-04 15:33:03,2020-02-04,"SEAR","South-East Asia","Upper middle income","WB_UMI","2017","2018"
"Asia","SGP","Singapore",NA,24,0,0,1.2833,103.8333,2020-02-04 15:33:03,2020-02-04,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Asia","JPN","Japan",NA,22,0,1,36,138,2020-02-04 16:43:03,2020-02-04,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Asia","HKG","Hong Kong","Hong Kong",17,1,0,22.3,114.2,2020-02-04 09:03:02,2020-02-04,NA,NA,"High income","WB_HI","2017","2018"
"Asia","KOR","South Korea",NA,16,0,0,36,128,2020-02-04 15:33:03,2020-02-04,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Asia","CHN","Mainland China","Qinghai",15,0,0,35.7452,95.9956,2020-02-04 01:33:01,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Europe","DEU","Germany",NA,12,0,0,51,9,2020-02-03 20:53:02,2020-02-04,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","TWN","Taiwan","Taiwan",11,0,0,23.7,121,2020-02-04 14:53:02,2020-02-04,NA,NA,NA,NA,NA,NA
"Asia","MAC","Macau","Macau",10,0,0,22.1667,113.55,2020-02-04 04:43:02,2020-02-04,NA,NA,"High income","WB_HI","2017","2018"
"Asia","MYS","Malaysia",NA,10,0,0,2.5,112.5,2020-02-04 07:33:02,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","VNM","Vietnam",NA,8,0,1,16,108,2020-02-03 21:43:02,2020-02-04,"WPR","Western Pacific","Lower middle income","WB_LMI","2017","2018"
"Europe","FRA","France",NA,6,0,0,47,2,2020-02-01 01:52:40,2020-02-04,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","ARE","United Arab Emirates",NA,5,0,0,24,54,2020-02-02 05:43:01,2020-02-04,"EMR","Eastern Mediterranean","High income","WB_HI","2017","2018"
"Oceania","AUS","Australia","New South Wales",4,0,2,-33.8688,151.2093,2020-02-01 18:12:49,2020-02-04,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Oceania","AUS","Australia","Victoria",4,0,0,-37.8136,144.9631,2020-02-01 18:12:49,2020-02-04,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Oceania","AUS","Australia","Queensland",3,0,0,-28.0167,153.4,2020-02-04 16:53:03,2020-02-04,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Asia","IND","India",NA,3,0,0,21,78,2020-02-03 21:43:02,2020-02-04,"SEAR","South-East Asia","Lower middle income","WB_LMI","2017","2018"
"Oceania","AUS","Australia","South Australia",2,0,0,-34.9285,138.6007,2020-02-02 22:33:07,2020-02-04,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Americas","CAN","Canada","Toronto, ON",2,0,0,43.6532,-79.3832,2020-02-04 00:13:06,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Europe","ITA","Italy",NA,2,0,0,43,12,2020-01-31 08:15:53,2020-02-04,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","PHL","Philippines",NA,2,1,0,13,122,2020-02-02 03:33:07,2020-02-04,"WPR","Western Pacific","Lower middle income","WB_LMI","2017","2018"
"Europe","RUS","Russia",NA,2,0,0,60,90,2020-01-31 16:13:45,2020-02-04,"EUR","Europe","Upper middle income","WB_UMI","2017","2018"
"Europe","GBR","UK",NA,2,0,0,55,-3,2020-02-01 01:52:40,2020-02-04,"EUR","Europe","High income","WB_HI","2017","2018"
"Americas","USA","US","Chicago, IL",2,0,0,41.8781,-87.6298,2020-02-01 19:43:03,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","San Benito, CA",2,0,0,36.5761,-120.9876,2020-02-03 03:53:02,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Santa Clara, CA",2,0,0,37.3541,-121.9552,2020-02-03 00:43:02,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Europe","BEL","Belgium",NA,1,0,0,50.8333,4,2020-02-04 15:43:02,2020-02-04,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","KHM","Cambodia",NA,1,0,0,11.55,104.9167,2020-01-31 08:15:53,2020-02-04,"WPR","Western Pacific","Lower middle income","WB_LMI","2017","2018"
"Americas","CAN","Canada","British Columbia",1,0,0,49.2827,-123.1207,2020-02-01 18:12:49,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","CAN","Canada","London, ON",1,0,0,42.9849,-81.2453,2020-02-04 00:03:11,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Europe","FIN","Finland",NA,1,0,0,64,26,2020-01-31 08:15:53,2020-02-04,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","CHN","Mainland China","Tibet",1,0,0,31.6927,88.0924,2020-02-01 01:52:40,2020-02-04,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","NPL","Nepal",NA,1,0,0,28.1667,84.25,2020-01-31 08:15:53,2020-02-04,"SEAR","South-East Asia","Low income","WB_LI","2017","2018"
"Europe","ESP","Spain",NA,1,0,0,40,-4,2020-02-01 23:43:02,2020-02-04,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","LKA","Sri Lanka",NA,1,0,0,7,81,2020-01-31 08:15:53,2020-02-04,"SEAR","South-East Asia","Lower middle income","WB_LMI","2017","2018"
"Europe","SWE","Sweden",NA,1,0,0,63,16,2020-02-01 02:13:26,2020-02-04,"EUR","Europe","High income","WB_HI","2017","2018"
"Americas","USA","US","Boston, MA",1,0,0,42.3601,-71.0589,2020-02-01 19:43:03,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Los Angeles, CA",1,0,0,34.0522,-118.2437,2020-02-01 19:53:03,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Orange, CA",1,0,0,33.7879,-117.8531,2020-02-01 19:53:03,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Seattle, WA",1,0,0,47.6062,-122.3321,2020-02-01 19:43:03,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Tempe, AZ",1,0,0,33.4255,-111.94,2020-02-01 19:43:03,2020-02-04,"AMR","Americas","High income","WB_HI","2017","2018"
"Asia","CHN","Mainland China","Hubei",19665,549,633,30.9756,112.2707,2020-02-05 23:13:12,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Guangdong",895,0,49,23.3417,113.4244,2020-02-05 13:23:04,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Zhejiang",895,0,78,29.1832,120.0934,2020-02-05 15:13:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Henan",764,2,47,33.882,113.614,2020-02-05 15:03:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hunan",661,0,54,27.6104,111.7088,2020-02-05 15:23:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Jiangxi",548,0,27,27.614,115.7221,2020-02-05 01:33:07,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Anhui",530,0,23,31.8257,117.2264,2020-02-05 13:43:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Chongqing",389,2,15,30.0572,107.874,2020-02-05 23:43:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Jiangsu",341,0,23,32.9711,119.455,2020-02-05 12:43:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shandong",307,0,15,36.3427,118.1498,2020-02-05 10:13:13,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Sichuan",301,1,24,30.6171,102.7103,2020-02-05 10:13:13,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Beijing",253,1,24,40.1824,116.4142,2020-02-05 05:43:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shanghai",243,1,15,31.202,121.4491,2020-02-05 06:23:04,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Fujian",205,0,11,26.0789,117.9874,2020-02-05 12:33:01,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Heilongjiang",190,2,7,47.862,127.7615,2020-02-05 12:13:04,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shaanxi",165,0,6,35.1917,108.8701,2020-02-05 08:43:01,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Guangxi",150,0,13,23.8298,108.7881,2020-02-05 12:03:08,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hebei",135,1,6,38.0428,114.5149,2020-02-05 11:23:18,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Yunnan",128,0,5,24.974,101.487,2020-02-05 23:33:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hainan",99,1,5,19.1959,109.7453,2020-02-05 16:43:04,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Liaoning",89,0,4,41.2956,122.6085,2020-02-05 15:23:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shanxi",81,0,5,37.5777,112.2922,2020-02-05 15:23:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Tianjin",69,1,2,39.3054,117.323,2020-02-05 03:43:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Guizhou",64,1,9,26.8154,106.8748,2020-02-05 12:33:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Gansu",62,0,6,36.0611,103.8343,2020-02-05 16:23:06,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Jilin",54,0,2,43.6661,126.1923,2020-02-05 11:03:16,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Inner Mongolia",42,0,3,44.0935,113.9448,2020-02-05 08:53:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Ningxia",34,0,1,37.2692,106.1655,2020-02-04 02:13:18,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Xinjiang",32,0,0,41.1129,85.2401,2020-02-05 02:03:13,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","SGP","Singapore",NA,28,0,0,1.2833,103.8333,2020-02-05 16:33:03,2020-02-05,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Asia","THA","Thailand",NA,25,0,5,15,101,2020-02-04 15:33:03,2020-02-05,"SEAR","South-East Asia","Upper middle income","WB_UMI","2017","2018"
"Asia","JPN","Japan",NA,22,0,1,36,138,2020-02-04 16:43:03,2020-02-05,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Asia","HKG","Hong Kong","Hong Kong",21,1,0,22.3,114.2,2020-02-05 13:13:10,2020-02-05,NA,NA,"High income","WB_HI","2017","2018"
"Asia","KOR","South Korea",NA,19,0,0,36,128,2020-02-05 15:33:01,2020-02-05,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Asia","CHN","Mainland China","Qinghai",17,0,3,35.7452,95.9956,2020-02-05 03:13:05,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Europe","DEU","Germany",NA,12,0,0,51,9,2020-02-03 20:53:02,2020-02-05,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","MYS","Malaysia",NA,12,0,0,2.5,112.5,2020-02-05 15:43:02,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","TWN","Taiwan","Taiwan",11,0,0,23.7,121,2020-02-04 14:53:02,2020-02-05,NA,NA,NA,NA,NA,NA
"Asia","MAC","Macau","Macau",10,0,0,22.1667,113.55,2020-02-04 04:43:02,2020-02-05,NA,NA,"High income","WB_HI","2017","2018"
"Asia","VNM","Vietnam",NA,8,0,1,16,108,2020-02-03 21:43:02,2020-02-05,"WPR","Western Pacific","Lower middle income","WB_LMI","2017","2018"
"Europe","FRA","France",NA,6,0,0,47,2,2020-02-01 01:52:40,2020-02-05,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","ARE","United Arab Emirates",NA,5,0,0,24,54,2020-02-02 05:43:01,2020-02-05,"EMR","Eastern Mediterranean","High income","WB_HI","2017","2018"
"Oceania","AUS","Australia","New South Wales",4,0,2,-33.8688,151.2093,2020-02-01 18:12:49,2020-02-05,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Oceania","AUS","Australia","Victoria",4,0,0,-37.8136,144.9631,2020-02-01 18:12:49,2020-02-05,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Oceania","AUS","Australia","Queensland",3,0,0,-28.0167,153.4,2020-02-04 16:53:03,2020-02-05,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Asia","IND","India",NA,3,0,0,21,78,2020-02-03 21:43:02,2020-02-05,"SEAR","South-East Asia","Lower middle income","WB_LMI","2017","2018"
"Oceania","AUS","Australia","South Australia",2,0,0,-34.9285,138.6007,2020-02-02 22:33:07,2020-02-05,"WPR","Western Pacific","High income","WB_HI","2017","2018"
"Americas","CAN","Canada","British Columbia",2,0,0,49.2827,-123.1207,2020-02-05 17:33:03,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","CAN","Canada","Toronto, ON",2,0,0,43.6532,-79.3832,2020-02-04 00:13:06,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Europe","ITA","Italy",NA,2,0,0,43,12,2020-01-31 08:15:53,2020-02-05,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","PHL","Philippines",NA,2,1,0,13,122,2020-02-02 03:33:07,2020-02-05,"WPR","Western Pacific","Lower middle income","WB_LMI","2017","2018"
"Europe","RUS","Russia",NA,2,0,0,60,90,2020-01-31 16:13:45,2020-02-05,"EUR","Europe","Upper middle income","WB_UMI","2017","2018"
"Europe","GBR","UK",NA,2,0,0,55,-3,2020-02-01 01:52:40,2020-02-05,"EUR","Europe","High income","WB_HI","2017","2018"
"Americas","USA","US","Chicago, IL",2,0,0,41.8781,-87.6298,2020-02-01 19:43:03,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","San Benito, CA",2,0,0,36.5761,-120.9876,2020-02-03 03:53:02,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Santa Clara, CA",2,0,0,37.3541,-121.9552,2020-02-03 00:43:02,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Europe","BEL","Belgium",NA,1,0,0,50.8333,4,2020-02-04 15:43:02,2020-02-05,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","KHM","Cambodia",NA,1,0,0,11.55,104.9167,2020-01-31 08:15:53,2020-02-05,"WPR","Western Pacific","Lower middle income","WB_LMI","2017","2018"
"Americas","CAN","Canada","London, ON",1,0,0,42.9849,-81.2453,2020-02-04 00:03:11,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Europe","FIN","Finland",NA,1,0,0,64,26,2020-01-31 08:15:53,2020-02-05,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","CHN","Mainland China","Tibet",1,0,0,31.6927,88.0924,2020-02-01 01:52:40,2020-02-05,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","NPL","Nepal",NA,1,0,0,28.1667,84.25,2020-01-31 08:15:53,2020-02-05,"SEAR","South-East Asia","Low income","WB_LI","2017","2018"
"Europe","ESP","Spain",NA,1,0,0,40,-4,2020-02-01 23:43:02,2020-02-05,"EUR","Europe","High income","WB_HI","2017","2018"
"Asia","LKA","Sri Lanka",NA,1,0,0,7,81,2020-01-31 08:15:53,2020-02-05,"SEAR","South-East Asia","Lower middle income","WB_LMI","2017","2018"
"Europe","SWE","Sweden",NA,1,0,0,63,16,2020-02-01 02:13:26,2020-02-05,"EUR","Europe","High income","WB_HI","2017","2018"
"Americas","USA","US","Boston, MA",1,0,0,42.3601,-71.0589,2020-02-01 19:43:03,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Los Angeles, CA",1,0,0,34.0522,-118.2437,2020-02-01 19:53:03,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Madison, WI",1,0,0,43.0731,-89.4012,2020-02-05 21:53:02,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Orange, CA",1,0,0,33.7879,-117.8531,2020-02-01 19:53:03,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Seattle, WA",1,0,0,47.6062,-122.3321,2020-02-01 19:43:03,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Americas","USA","US","Tempe, AZ",1,0,0,33.4255,-111.94,2020-02-01 19:43:03,2020-02-05,"AMR","Americas","High income","WB_HI","2017","2018"
"Asia","CHN","Mainland China","Hubei",22112,618,817,30.9756,112.2707,2020-02-06 23:23:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Guangdong",970,0,69,23.3417,113.4244,2020-02-06 12:43:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Zhejiang",954,0,94,29.1832,120.0934,2020-02-06 10:53:04,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Henan",851,2,56,33.882,113.614,2020-02-06 11:23:14,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hunan",711,0,81,27.6104,111.7088,2020-02-06 13:13:06,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Jiangxi",600,0,37,27.614,115.7221,2020-02-06 02:33:01,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Anhui",591,0,34,31.8257,117.2264,2020-02-06 13:33:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Chongqing",411,2,24,30.0572,107.874,2020-02-06 23:33:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Jiangsu",373,0,34,32.9711,119.455,2020-02-06 08:03:10,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shandong",347,0,27,36.3427,118.1498,2020-02-06 07:53:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Sichuan",321,1,31,30.6171,102.7103,2020-02-06 08:03:10,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Beijing",274,1,31,40.1824,116.4142,2020-02-06 03:23:11,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shanghai",257,1,25,31.202,121.4491,2020-02-06 06:53:07,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Heilongjiang",227,3,8,47.862,127.7615,2020-02-06 08:13:06,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Fujian",215,0,14,26.0789,117.9874,2020-02-06 11:03:19,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shaanxi",173,0,9,35.1917,108.8701,2020-02-06 13:53:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Guangxi",168,0,14,23.8298,108.7881,2020-02-06 04:13:13,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hebei",157,1,13,38.0428,114.5149,2020-02-06 13:53:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Yunnan",133,0,7,24.974,101.487,2020-02-06 09:43:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Hainan",106,1,8,19.1959,109.7453,2020-02-06 11:13:24,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Shanxi",96,0,12,37.5777,112.2922,2020-02-06 23:03:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
"Asia","CHN","Mainland China","Liaoning",94,0,5,41.2956,122.6085,2020-02-06 14:33:02,2020-02-06,"WPR","Western Pacific","Upper middle income","WB_UMI","2017","2018"
